uid,t,d,x,y
9032,1,10,107,62
9032,3,10,107,62
9032,0,11,108,62
9032,1,12,108,62
9032,5,13,110,61
9032,18,13,108,62
9032,20,13,108,62
9032,22,13,110,61
9032,33,13,108,62
9032,5,14,108,62
9032,3,15,110,61
9032,4,15,108,62
9032,5,15,107,62
9032,7,15,107,62
9121,8,1,107,62
9121,43,1,107,62
9121,1,2,108,62
9121,20,2,108,62
9121,31,2,107,62
9121,37,2,107,62
9121,35,3,101,55
9121,1,4,107,62
9121,2,4,95,41
9121,5,4,183,25
9121,7,4,182,25
9121,41,4,183,25
9121,43,4,183,25
9121,5,5,184,24
9121,21,5,182,25
9121,37,5,183,25
9121,41,5,182,25
9121,5,6,183,25
9121,9,6,183,25
9121,43,6,184,25
9121,6,7,183,25
9121,7,7,183,25
9121,9,7,184,24
9121,6,8,183,25
9121,16,8,182,25
9955,4,1,96,41
9955,11,2,96,41
9955,35,2,95,41
9955,11,3,96,41
9955,1,4,96,41
9955,23,5,95,41
9955,9,6,96,41
10117,10,1,95,41
10117,37,1,96,41
10117,20,2,95,41
10117,39,2,95,41
10117,41,2,95,41
10117,2,3,95,41
10117,3,3,95,41
10117,18,3,96,41
10117,19,3,96,41
10117,21,3,95,41
10117,22,3,96,41
10117,1,4,96,41
10117,2,4,95,41
10117,5,4,95,41
10368,16,1,199,8
10368,21,1,199,8
10368,27,2,184,25
10368,39,2,183,25
10403,45,1,95,41
10403,21,2,96,41
10403,21,3,95,41
10403,21,4,95,41
10403,41,5,96,41
10403,3,6,95,41
10403,5,6,107,62
10403,5,7,96,41
10403,3,8,108,62
10403,7,8,107,62
10403,27,8,95,41
10403,21,9,96,41
10403,41,10,95,41
10403,23,11,95,41
10403,37,12,98,43
10403,21,13,95,41
10403,5,14,95,41
10403,24,15,95,41
11734,16,1,199,8
11734,17,1,199,8
11734,29,1,199,8
11734,7,2,184,25
11734,18,2,178,31
11734,39,2,178,31
11734,22,3,94,47
11734,21,4,101,55
11734,31,4,101,56
11734,0,5,107,62
11734,12,6,107,62
11870,3,1,95,41
11870,24,1,95,41
11870,2,2,95,41
11870,7,2,95,41
11870,23,2,95,41
11870,5,3,95,41
11870,39,3,95,41
11870,1,4,95,41
11870,3,4,95,41
11870,19,4,96,41
11870,20,4,95,41
11870,24,4,95,41
12571,23,1,96,41
12571,35,2,97,42
12571,35,3,97,42
13247,1,1,107,62
13247,3,1,108,62
13247,5,1,108,62
13247,39,1,108,62
13247,2,2,108,62
13247,7,2,108,62
13247,9,3,108,62
13247,22,3,107,62
13247,4,4,108,62
13247,18,4,100,60
13247,20,4,99,58
13247,21,4,99,58
13247,23,4,102,55
13247,2,5,99,58
13247,3,5,100,60
13247,8,5,108,62
13247,23,5,107,62
13247,4,6,107,62
13380,17,1,95,41
13380,33,2,99,43
13439,11,1,101,56
13439,18,1,101,55
13439,15,2,101,56
13764,3,1,95,41
13764,20,1,96,41
13764,2,2,95,41
13764,5,2,95,41
13871,18,1,195,14
13871,20,1,182,25
13871,22,1,183,25
14712,22,1,95,41
14712,43,1,95,41
14712,2,2,97,42
14712,23,2,96,41
14712,43,2,97,42
14712,2,3,96,41
14712,3,3,95,41
14712,23,3,100,40
14712,3,4,96,41
14712,19,4,95,41
14712,39,4,96,41
14712,4,5,95,41
14712,45,5,97,42
14712,5,6,95,41
14933,29,1,178,31
14933,1,2,178,31
14933,20,2,183,25
14933,22,2,183,25
14933,31,2,184,24
14933,33,2,183,25
14933,35,2,183,25
14933,29,3,199,8
14985,1,1,95,41
15376,5,1,95,41
15376,6,2,95,41
15376,22,2,95,41
16195,27,1,95,41
16195,13,2,95,41
16195,2,3,95,41
16195,35,4,7,60
16195,15,5,95,41
16195,16,5,95,41
16195,7,6,23,74
16195,20,7,95,41
16195,1,8,95,41
16195,37,8,96,41
16195,20,9,96,41
16195,24,10,96,41
16195,15,11,95,41
16195,22,11,23,74
16195,27,12,95,41
16195,2,13,95,41
16195,22,13,97,42
16195,41,14,95,41
16195,19,15,97,42
17008,22,1,95,41
17008,24,1,95,41
17008,43,1,95,41
17008,24,2,108,62
17008,43,3,108,62
17008,24,4,107,62
17008,21,5,108,62
17008,23,5,107,62
17008,41,5,107,62
17008,33,6,107,62
17008,41,6,107,62
17008,43,6,107,62
17008,22,7,108,62
17008,43,7,107,62
17008,7,8,107,62
17008,9,8,107,62
17008,4,9,107,62
17008,3,10,108,62
17008,7,10,107,62
17008,15,11,107,62
17008,35,11,107,62
17008,19,12,95,41
17008,45,12,107,62
17008,18,13,107,62
17008,19,13,107,62
17008,5,14,107,62
17008,0,15,108,62
17008,5,15,107,62
17008,11,15,108,62
17024,3,1,108,62
17024,20,1,107,62
17024,22,1,107,62
17024,39,2,107,62
17024,22,3,107,62
17024,1,4,107,62
17024,1,5,108,62
17024,4,6,107,62
17024,33,7,107,62
17024,1,8,107,62
17024,5,8,107,62
17024,41,8,107,62
17024,4,9,108,62
17024,17,10,107,62
17024,17,11,107,62
17024,3,12,107,62
17024,22,12,107,62
17024,25,13,107,62
17024,25,14,107,62
17024,5,15,108,62
17024,21,15,108,62
17373,20,1,107,62
17373,1,2,95,41
17373,8,3,107,62
17373,17,4,107,62
17373,1,5,108,62
17373,22,5,108,62
17391,9,1,98,44
17391,8,2,99,43
17391,4,3,98,43
17391,37,3,100,40
17391,6,4,99,43
17391,11,4,95,41
17861,33,1,199,8
17861,41,1,199,8
17861,43,1,199,8
17861,21,2,184,24
17861,22,2,184,24
17861,23,2,184,25
17861,24,2,183,25
17861,45,2,183,25
17861,0,3,183,25
17861,1,3,183,25
17861,3,3,183,25
17861,7,3,183,25
17861,20,3,178,31
17861,21,3,178,31
17861,22,3,178,31
17861,37,3,178,31
17861,41,3,178,31
17917,23,1,95,41
17982,9,1,108,62
17982,9,2,108,62
17982,11,2,108,62
17982,13,3,107,62
17982,43,4,107,62
17982,10,5,107,62
17982,13,5,95,41
17982,11,6,108,62
17982,21,6,107,62
17982,43,6,107,62
17982,0,7,108,62
17982,11,8,108,62
17982,19,8,95,41
17982,39,8,95,41
17982,5,9,107,62
17982,23,10,107,62
17982,45,11,107,62
17982,10,12,107,62
17982,1,13,95,41
17982,3,13,95,41
17982,5,14,95,41
17982,6,14,95,41
17982,7,14,95,41
17982,33,14,95,41
17982,35,14,95,41
17982,39,14,107,62
17982,4,15,107,62
17982,5,15,107,62
18113,2,1,109,62
18113,1,2,108,62
18113,3,3,109,62
18113,39,4,107,62
18113,39,5,107,62
18113,4,6,107,62
18113,33,6,107,62
18113,5,7,109,62
18113,5,8,107,62
18113,35,9,107,62
18113,43,10,107,62
18113,23,11,107,62
18113,5,12,107,62
18113,17,13,107,62
18113,2,14,109,62
18113,22,15,108,62
18275,7,1,108,62
18275,11,1,107,62
18275,21,1,108,62
18275,22,1,108,62
18275,24,1,107,62
18275,4,2,107,62
18275,39,2,107,62
18275,29,3,101,56
18275,0,4,93,49
18275,20,5,94,47
18275,1,6,96,40
18275,3,6,102,39
18275,31,7,184,24
18275,43,7,184,25
18275,43,8,199,8
18312,5,1,95,41
18312,3,2,100,40
18312,4,3,95,41
18348,1,1,108,62
18348,21,2,108,62
18348,3,3,107,62
18348,11,4,107,62
18348,1,5,108,62
18348,13,6,95,41
18348,5,7,108,62
18348,11,7,107,62
18348,43,8,107,62
18348,23,9,107,62
18348,3,10,107,62
18348,5,10,107,62
18348,6,10,108,62
18348,7,10,108,62
18348,8,10,108,62
18348,9,10,107,62
18348,10,10,108,62
18348,11,10,107,62
18348,13,10,108,62
18348,15,10,108,62
18348,17,10,107,62
18348,19,10,107,62
18348,3,11,107,62
18348,5,11,107,62
18348,1,12,108,62
18348,4,12,107,62
18348,2,13,107,62
18348,7,14,107,62
19366,9,1,95,41
19601,5,1,107,62
19601,41,1,107,62
19601,1,2,108,62
19601,7,3,108,62
19601,19,3,107,62
19601,22,3,108,62
19601,35,3,107,62
19601,43,3,107,62
19601,23,4,108,62
19601,45,4,108,62
19601,0,5,107,62
19601,18,5,107,62
19601,43,5,108,62
19601,45,5,107,62
19601,4,6,107,62
19601,33,6,107,62
19601,35,6,107,62
19601,43,6,107,62
19601,45,6,107,62
19601,3,7,107,62
19601,4,7,108,62
19601,7,8,108,62
19601,18,8,108,62
19601,37,8,107,62
19601,5,9,108,62
19601,5,10,107,62
19601,45,11,108,62
19601,5,12,107,62
19601,22,12,108,62
19601,45,12,107,62
19601,7,13,107,62
19601,24,13,99,43
19601,35,13,107,62
19601,43,13,108,62
19601,45,13,107,62
19601,3,14,107,62
19601,4,14,107,62
19601,11,14,107,62
19601,2,15,108,62
19601,4,15,107,62
19601,7,15,108,62
19601,27,15,107,62
19601,31,15,95,41
19601,33,15,95,41
19601,35,15,95,41
19601,39,15,100,40
19658,9,1,95,41
19658,11,1,95,41
19658,20,1,86,32
19658,8,2,95,41
19658,31,2,95,41
19662,5,1,95,41
19662,5,2,95,41
19980,21,1,110,61
19980,22,1,108,62
19980,41,1,107,62
19980,2,2,110,61
19980,39,2,107,62
19980,20,3,95,41
19980,4,4,95,41
23576,5,1,95,41
24497,5,1,95,41
24497,7,1,95,41
24497,33,1,95,41
24497,39,1,102,39
24497,4,2,100,39
24497,9,2,95,41
24497,21,2,102,39
24497,21,3,95,41
24497,11,4,95,41
24497,25,5,95,41
25117,14,1,96,41
25117,27,1,96,41
25117,1,2,96,41
25117,5,2,96,41
25117,23,2,96,41
25117,27,2,96,41
25117,5,3,96,41
25117,31,3,96,41
25117,45,3,96,41
25117,1,4,96,41
25117,4,4,96,41
25117,41,4,97,41
25117,7,5,96,41
25117,9,5,96,41
25117,21,5,99,40
25117,29,5,97,41
25117,7,6,89,37
25117,15,6,89,37
25117,19,6,89,37
25117,39,6,88,37
25117,1,7,89,37
25117,6,7,96,41
25117,9,7,96,40
25379,14,1,199,8
25379,41,2,184,24
25379,3,3,183,25
25379,22,3,178,31
25814,16,1,178,31
25814,27,1,178,31
25814,27,2,184,24
25814,20,3,199,8
25814,29,3,199,8
26346,11,1,111,61
27746,2,1,108,62
28098,20,1,95,41
28098,39,1,95,41
28098,1,2,95,41
28098,5,2,96,41
28098,43,2,95,41
28098,3,3,95,41
28098,5,3,107,62
28098,45,4,108,62
28098,13,5,95,41
28098,17,5,107,62
28098,23,5,95,41
28098,27,5,95,41
28098,31,5,107,62
28098,43,5,108,62
28098,43,6,108,62
28098,2,7,107,62
28098,4,7,95,41
28098,6,7,95,41
28098,24,7,96,41
28098,0,8,96,41
28098,7,8,95,41
28098,9,8,95,41
28098,11,8,95,41
28098,21,9,95,41
28098,45,10,107,62
28098,3,11,95,41
28098,17,11,96,41
28098,21,11,95,41
28098,1,12,96,41
28098,22,12,96,41
28098,2,13,96,41
28098,5,13,95,41
28098,18,13,95,41
28098,35,13,95,41
28328,22,1,184,25
28328,4,2,184,25
28386,19,1,95,41
28386,39,2,95,41
28514,22,1,184,25
28628,41,1,95,41
28665,6,1,182,25
28665,1,2,199,8
29141,22,1,95,41
29141,43,1,95,41
29141,37,2,97,42
29141,45,3,100,40
29141,19,4,95,41
29141,4,5,95,41
29170,1,1,95,41
29448,17,1,95,41
29448,19,1,95,41
29448,21,1,95,41
29448,23,1,95,41
29448,41,1,95,41
29448,7,2,95,41
29448,21,2,95,41
29448,22,2,93,49
29448,15,3,93,49
29448,43,3,101,55
29448,43,4,95,41
29448,45,5,199,8
30937,29,1,178,31
31954,1,1,107,62
31954,16,2,107,62
31954,17,3,96,41
33766,0,1,107,62
33766,17,2,107,62
33766,21,3,108,62
33766,43,4,107,62
33766,17,5,108,62
33766,5,6,107,62
33766,33,7,107,62
33766,1,8,108,62
33766,3,8,108,62
33766,20,8,107,62
33766,39,8,108,62
33766,5,9,108,62
33766,35,10,107,62
33766,17,11,108,62
33766,35,11,107,62
33766,39,11,107,62
33766,3,12,108,62
33766,35,13,108,62
33792,35,1,108,62
33792,2,2,108,62
33792,5,2,108,62
33792,20,2,107,62
33792,39,2,108,62
33792,1,3,108,62
33792,2,3,108,62
33792,7,3,108,62
33792,15,3,107,62
33792,3,4,108,62
33792,35,4,107,62
33792,23,5,107,62
33792,39,6,107,62
36795,1,1,95,41
37116,11,1,95,41
40013,19,1,184,25
40013,20,1,184,25
40013,39,1,183,25
40013,43,1,184,24
40013,3,2,184,25
40013,16,2,178,31
40013,21,2,178,31
40013,24,2,178,31
40796,4,1,95,41
40796,11,1,95,41
40796,3,2,95,41
40796,33,2,95,41
40796,7,3,95,41
40796,11,4,95,41
42500,27,1,178,31
42500,1,2,178,31
42500,2,2,178,31
42500,17,2,184,25
42500,21,2,183,25
42500,43,2,184,25
42500,21,3,199,8
42500,37,3,199,8
42500,1,4,199,8
42846,35,1,199,8
42846,45,2,183,25
42846,7,3,184,25
42846,24,3,178,31
42846,1,4,178,31
43999,3,1,95,41
44945,4,1,95,41
50351,27,1,95,41
50481,41,1,199,8
52612,15,1,95,41
52612,27,1,95,41
52612,41,1,95,41
52612,1,2,95,41
52612,4,2,95,41
52612,15,2,95,41
52612,17,2,95,41
52612,31,2,95,41
52612,41,3,95,41
52612,2,4,95,41
52612,5,4,95,41
52612,27,4,95,41
52612,31,4,95,41
52612,41,4,95,41
52612,14,5,95,41
52612,22,5,95,41
52612,25,5,95,41
52612,4,6,95,41
52612,9,6,95,41
52612,17,6,95,41
52612,22,6,95,41
52612,14,7,95,41
52612,27,7,95,41
52612,41,7,95,41
52612,43,7,95,41
52612,4,8,95,41
52612,17,8,95,41
52612,22,8,95,41
52612,14,9,95,41
52612,25,9,95,41
52612,41,9,95,41
52612,3,10,95,41
52612,7,10,95,41
52612,11,10,95,41
52612,4,11,95,41
52612,5,11,95,41
52612,7,11,95,41
52612,23,11,95,41
52612,31,11,95,41
52612,25,12,95,41
52612,45,12,95,41
52612,7,13,95,41
52612,37,13,95,41
52612,22,14,95,41
52612,23,14,95,41
52612,3,15,95,41
52612,16,15,95,41
52612,17,15,95,41
52612,27,15,95,41
52766,7,1,95,41
52766,9,1,95,41
52766,13,1,95,41
52766,23,1,95,41
52766,37,1,95,41
52766,41,1,95,41
52766,18,2,95,41
52766,5,3,95,41
52766,29,4,95,41
52766,4,5,95,41
52766,5,5,95,41
52766,35,5,95,41
52766,23,6,95,41
52766,25,6,95,41
52766,5,7,95,41
52766,6,7,95,41
52766,1,8,95,41
52766,4,8,95,41
52766,31,8,95,41
52766,1,9,95,41
52766,21,9,95,41
52766,45,9,95,41
52766,4,10,95,41
52766,23,10,95,41
52766,33,10,95,41
52766,3,11,95,41
52766,21,11,95,41
52766,2,12,95,41
52766,3,12,95,41
52766,9,12,95,41
52766,15,12,95,41
52792,3,1,96,41
53075,3,1,95,41
53075,9,1,96,40
53075,11,1,96,40
53075,24,2,95,41
53075,39,3,96,40
53075,35,4,95,41
53075,3,5,95,41
53075,5,6,95,41
53075,41,6,96,40
53075,21,7,96,41
53075,31,8,95,41
53075,1,9,96,40
53075,19,9,95,41
53075,35,10,95,41
53075,1,11,96,40
53075,22,12,95,41
53075,43,12,95,41
53075,7,13,96,40
53075,22,13,95,41
53075,35,14,96,41
53075,2,15,96,41
53536,9,1,95,41
55661,1,1,89,37
55661,6,2,86,32
55661,24,3,87,32
55661,41,4,89,37
55661,3,5,96,41
55949,22,1,184,24
55949,23,1,184,25
55949,24,1,183,25
55949,3,2,184,25
55949,5,2,183,25
55949,7,2,184,25
57088,14,1,95,41
58873,41,1,95,41
58873,1,2,95,41
58873,5,2,95,41
59307,7,1,96,41
59307,11,1,96,41
59307,16,1,96,41
59307,6,2,96,41
59307,7,2,96,41
59307,11,2,96,41
59307,13,2,96,41
59307,18,3,95,41
59307,20,3,95,41
59307,35,3,95,41
59307,37,3,95,41
59307,39,3,95,41
59307,0,4,96,41
59307,1,4,96,41
59307,2,4,95,41
59307,3,4,95,41
59307,16,4,96,41
59307,45,4,96,41
59307,5,5,96,41
59307,16,5,96,41
59307,29,5,96,41
59307,5,6,95,41
59307,9,6,95,41
59307,16,6,96,41
59307,39,6,96,41
59307,5,7,95,41
59307,6,7,95,41
59307,7,7,95,41
59307,9,7,95,41
59307,24,7,95,41
59307,0,8,95,41
59307,1,8,96,41
59307,5,8,95,41
59307,9,8,96,41
59307,1,9,96,41
59307,2,9,96,41
59307,3,9,95,41
59307,5,9,95,41
59307,9,9,95,41
59307,3,10,95,41
59307,5,10,95,41
59307,7,10,95,41
59307,5,11,96,41
59307,6,11,96,41
59307,9,11,96,41
59307,11,11,96,41
59307,24,11,96,41
59307,0,12,96,41
59307,2,12,96,41
59307,3,12,97,42
59307,4,12,96,43
59307,5,12,95,43
59307,5,13,95,41
59307,6,13,96,41
59307,9,13,96,41
59307,16,13,96,41
59307,6,14,96,41
59307,9,14,96,41
59307,22,15,95,41
59307,24,15,96,41
60485,17,1,95,41
60485,2,2,95,41
60485,7,2,95,41
61229,22,1,96,41
61229,45,2,95,41
61229,3,3,95,41
61229,2,4,96,41
61401,22,1,184,24
61581,4,1,95,41
61581,7,1,95,41
61581,22,2,95,41
61581,6,3,95,41
61581,19,3,95,41
61581,3,4,95,41
61581,11,4,95,41
61581,45,5,95,41
61581,5,6,95,41
61581,11,6,95,41
61581,43,7,95,41
61581,4,8,95,41
61581,6,8,95,41
