uid,t,d,x,y
2213,0,6,198,53
2213,2,6,198,52
2213,1,7,198,52
2213,33,8,197,50
2213,20,9,198,53
2213,1,10,198,51
2213,23,11,198,50
2213,22,12,199,53
2213,22,13,199,54
2213,22,14,198,51
2213,45,15,198,51
2214,24,1,31,26
2214,45,1,21,25
2214,2,2,32,56
2214,15,2,73,50
2214,17,2,128,51
2214,19,2,185,54
2214,31,2,107,50
2214,33,2,140,54
2214,35,2,171,54
2314,20,1,126,1
2314,9,2,27,63
2314,18,2,57,54
2314,31,2,27,63
2321,19,1,197,51
2321,14,2,196,54
2335,41,1,199,54
2335,31,2,199,54
2335,43,3,199,54
2335,19,4,199,54
2335,20,4,199,54
2335,33,5,197,54
2335,31,6,199,54
2335,21,7,199,54
2335,39,8,199,54
2335,29,9,199,54
2343,18,1,196,53
2343,17,2,199,53
2343,2,3,199,53
2343,20,3,199,55
2343,37,4,197,51
2343,31,5,199,52
2343,1,6,198,51
2343,2,7,199,54
2343,2,8,199,55
2343,37,9,199,52
2343,1,10,196,51
2343,17,11,199,52
2343,22,12,199,53
2343,15,13,196,52
2343,0,14,197,51
2343,18,15,199,55
2362,24,1,127,16
2362,1,2,119,48
2362,3,2,119,48
2362,18,2,81,49
2362,29,2,119,47
2362,31,2,119,50
2362,35,2,73,50
2362,1,3,73,50
2444,21,1,198,51
2444,22,1,198,51
2444,39,1,197,51
2444,41,1,198,51
2444,43,1,197,51
2444,0,2,198,51
2444,31,3,197,51
2444,33,3,197,51
2444,18,4,195,51
2444,33,4,195,51
2444,2,5,198,51
2444,3,5,198,51
2444,24,5,183,52
2444,45,5,194,51
2444,0,6,182,52
2444,1,6,182,52
2444,4,6,183,51
2444,0,7,199,51
2444,5,7,196,51
2444,3,8,195,51
2444,33,9,194,55
2444,35,9,193,56
2444,17,10,195,50
2444,18,10,197,50
2444,33,10,195,50
2444,35,10,198,51
2444,33,11,195,50
2444,3,12,195,51
2444,3,13,195,50
2444,18,13,197,50
2444,19,13,198,51
2444,22,13,195,51
2444,35,13,198,50
2444,3,14,198,51
2444,5,14,196,51
2444,17,14,194,49
2444,0,15,195,50
2477,15,1,199,54
2477,24,1,199,54
2477,35,1,199,54
2477,18,2,199,54
2477,31,2,199,54
2477,41,2,199,54
2477,33,3,198,54
2477,17,4,199,54
2477,15,5,199,54
2477,16,6,199,54
2477,35,7,198,54
2477,21,8,199,54
2477,22,9,199,54
2477,19,10,199,54
2477,35,11,199,54
2477,35,12,196,51
2477,37,12,196,51
2477,0,13,198,52
2477,41,14,199,54
2477,37,15,199,54
2480,35,1,198,51
2480,33,2,198,51
2480,18,3,198,51
2480,22,4,198,51
2480,3,5,198,51
2480,18,6,198,51
2480,20,7,198,49
2480,22,7,198,50
2480,37,7,198,50
2480,22,8,198,50
2480,37,8,196,52
2480,23,9,198,49
2480,5,10,198,51
2480,41,11,199,51
2480,4,12,198,51
2480,31,13,196,52
2480,16,14,197,50
2480,22,14,198,50
2480,35,14,198,49
2480,39,15,198,49
2485,24,1,170,53
2485,21,2,147,58
2485,1,3,147,58
2485,22,4,147,58
2485,0,5,147,58
2485,43,5,182,52
2485,0,6,123,17
2485,35,6,117,68
2485,0,7,147,58
2485,23,8,125,18
2485,2,9,123,17
2485,6,10,147,58
2485,1,11,125,18
2489,1,1,31,26
2489,15,1,89,49
2552,11,1,74,50
2564,15,1,196,52
2564,17,2,199,54
2564,5,3,195,51
2573,43,1,137,25
2600,2,1,170,54
2600,0,2,119,47
2600,20,2,119,48
2600,25,3,119,47
2600,23,4,194,56
2600,20,5,168,55
2600,1,6,193,56
2600,2,6,194,56
2600,22,7,168,54
2600,41,7,169,54
2600,15,8,169,54
2600,1,9,170,54
2600,1,10,168,54
2600,37,10,171,55
2600,45,11,168,53
2600,22,12,168,54
2600,41,12,168,54
2600,2,13,170,54
2600,45,13,169,55
2600,21,14,169,54
2600,1,15,170,54
2602,1,1,182,51
2602,25,1,182,52
2602,24,2,182,51
2602,43,2,170,54
2602,45,2,182,51
2602,19,3,182,52
2602,20,3,182,51
2602,21,3,182,52
2602,18,4,182,52
2602,33,4,183,52
2602,0,5,182,52
2602,1,5,182,52
2602,16,5,183,52
2602,17,5,183,52
2602,18,5,182,51
2602,20,5,182,52
2602,37,5,182,52
2602,41,5,170,54
2602,35,6,183,52
2602,43,6,182,51
2602,19,7,182,51
2602,0,8,182,52
2602,1,8,182,52
2602,18,8,170,54
2602,23,8,182,52
2602,35,8,170,54
2602,24,9,182,52
2602,43,9,182,52
2602,45,9,182,52
2602,1,10,182,52
2602,25,11,181,52
2602,18,12,183,52
2602,0,13,182,52
2602,1,13,182,52
2602,0,14,182,51
2602,1,14,182,52
2602,37,14,183,52
2602,17,15,182,51
2602,19,15,186,51
2602,39,15,182,51
2602,43,15,182,52
2625,37,1,199,51
2679,18,1,199,56
2704,19,1,196,52
2704,1,2,195,53
2704,31,3,168,54
2704,41,3,27,63
2704,24,4,168,54
2722,22,1,198,53
2722,1,2,199,54
2731,8,1,198,51
2731,0,2,198,49
2731,37,2,198,51
2731,45,3,182,51
2731,1,4,182,52
2731,0,5,193,56
2731,3,5,198,51
2731,18,6,199,51
2731,5,7,198,51
2731,0,8,194,56
2731,35,8,198,51
2731,11,9,198,51
2731,43,9,199,51
2755,7,1,169,54
2755,19,1,192,52
2755,20,2,195,51
2755,24,2,195,49
2755,31,2,195,51
2755,45,2,194,50
2755,17,3,171,54
2755,22,3,171,54
2755,29,3,198,50
2755,37,3,168,54
2755,39,3,171,54
2755,3,4,193,50
2755,7,4,195,50
2755,18,4,197,53
2755,24,4,197,53
2755,0,5,199,53
2755,1,5,199,53
2755,3,5,199,53
2755,23,5,193,53
2755,3,6,193,51
2755,29,6,183,52
2755,41,6,171,54
2755,5,7,193,51
2755,18,7,198,52
2755,20,8,195,51
2755,29,8,197,50
2755,35,8,197,50
2755,41,8,195,51
2755,45,8,193,50
2755,0,9,192,51
2755,1,9,192,52
2755,5,9,193,51
2755,16,9,193,53
2755,20,9,193,53
2755,23,9,196,52
2755,27,9,193,51
2755,45,9,193,51
2755,5,10,171,54
2755,15,10,171,54
2755,19,10,171,54
2755,31,10,171,54
2755,14,11,171,54
2755,15,11,171,54
2755,27,11,193,51
2755,43,11,171,54
2755,16,12,171,54
2755,18,13,171,54
2755,21,13,171,54
2755,25,13,183,52
2755,35,13,170,53
2755,19,14,168,54
2755,24,14,171,54
2755,27,14,172,54
2755,20,15,192,51
2755,31,15,198,50
2755,33,15,192,53
2755,41,15,193,51
2759,1,1,129,18
2759,3,2,124,17
2759,18,3,130,18
2759,37,3,124,17
2759,1,4,124,17
2759,37,5,130,19
2759,24,6,130,19
2759,33,7,132,18
2759,43,7,124,19
2759,2,8,130,18
2759,33,9,132,18
2759,25,10,132,19
2759,3,11,127,16
2759,41,12,124,17
2759,0,13,124,17
2759,19,14,130,18
2759,1,15,130,19
2759,2,15,130,18
2775,37,1,138,21
2775,43,2,124,17
2775,20,3,124,17
2853,19,1,73,73
2853,22,1,93,75
2853,21,2,72,71
2853,29,3,73,73
2867,37,1,73,73
2867,17,2,73,73
2867,0,3,72,71
2892,37,1,156,38
2911,17,1,124,17
2911,45,2,182,52
2911,37,3,182,52
2911,1,4,182,52
2911,5,4,182,52
2911,1,5,148,36
2911,1,6,182,52
2911,33,7,199,54
2911,1,8,126,18
2923,1,1,198,51
2944,5,1,125,19
2944,35,1,126,19
2944,41,1,125,19
2944,1,2,125,18
2944,4,2,125,19
2944,17,2,125,19
2944,31,2,125,18
2944,2,3,125,18
2944,5,3,125,19
2944,17,3,125,18
2944,18,3,126,19
2944,19,3,125,19
2944,33,3,123,18
2944,4,4,125,19
2944,18,4,126,18
2944,29,4,126,18
2944,45,4,126,18
2944,3,5,125,19
2944,20,5,126,18
2944,29,5,126,18
2944,31,5,126,18
2944,3,6,125,19
2944,16,6,126,18
2944,37,6,126,18
2944,39,6,126,18
2944,43,6,126,18
2944,1,7,125,19
2944,43,7,126,18
2944,0,8,126,19
2944,7,8,125,19
2944,22,8,126,18
2944,5,9,185,54
2944,9,9,193,56
2944,33,9,125,19
2944,5,10,125,19
2944,20,10,125,19
2944,15,11,126,18
2944,39,11,126,18
2944,7,12,125,19
2944,33,12,126,18
2944,39,12,126,18
2944,17,13,126,18
2944,29,13,126,18
2944,0,14,125,19
2944,5,14,125,19
2944,29,14,126,18
2944,1,15,126,18
2944,23,15,198,54
2991,31,1,123,19
2991,37,1,156,38
2991,21,2,194,50
2991,37,2,197,52
3015,3,1,198,53
3015,43,2,196,52
3015,1,3,198,52
3015,19,3,196,52
3015,22,4,198,52
3015,0,5,198,52
3015,1,6,198,51
3015,35,7,196,52
3015,20,8,196,52
3015,33,9,199,52
3015,24,10,198,53
3015,45,11,198,52
3015,0,12,198,53
3015,1,13,199,52
3015,45,14,198,52
3015,33,15,196,52
3019,31,1,136,20
3030,35,1,198,52
3049,1,1,198,50
3049,37,2,136,20
3049,19,3,196,52
3049,14,4,195,51
3049,5,5,194,52
3049,2,6,182,52
3049,24,7,193,56
3049,13,8,195,52
3049,33,9,173,54
3049,1,10,193,56
3049,1,11,195,52
3049,1,12,182,52
3049,35,13,196,52
3049,31,14,195,52
3049,33,15,146,58
3073,19,1,182,52
3073,4,2,182,52
3073,5,2,182,52
3073,5,3,182,52
3073,1,4,182,52
3073,6,4,182,52
3073,0,5,182,52
3073,1,6,182,52
3073,22,7,182,52
3073,21,8,182,52
3073,23,8,182,52
3073,37,8,182,52
3073,1,9,182,52
3073,41,10,198,51
3073,0,11,182,52
3073,2,12,182,52
3073,7,12,182,52
3073,39,12,182,52
3073,0,13,182,52
3073,18,13,152,34
3073,3,14,182,52
3073,21,14,182,52
3073,23,14,182,52
3073,19,15,182,52
3075,0,1,181,52
3075,5,1,186,51
3075,18,1,183,53
3075,23,1,182,52
3075,37,1,182,51
3075,39,1,182,52
3075,24,2,180,52
3075,3,3,181,52
3075,18,4,182,52
3075,20,4,182,52
3075,39,4,182,52
3075,41,4,182,52
3075,3,5,181,52
3075,29,5,182,52
3075,35,5,182,52
3075,39,5,182,52
3075,45,5,182,52
3075,2,6,182,52
3075,35,6,182,52
3075,39,6,182,52
3075,1,7,182,52
3075,3,7,182,52
3075,19,7,182,52
3075,0,8,182,52
3075,1,8,182,52
3075,5,8,182,52
3075,20,8,182,52
3075,21,8,182,52
3075,18,9,182,51
