uid,t,d,x,y
1305,27,9,56,21
1305,29,9,56,21
1305,25,10,59,23
1305,23,11,48,14
1305,18,12,51,16
1305,15,13,61,20
1305,18,14,67,40
1305,29,15,72,24
1364,31,1,80,26
1364,33,1,84,30
1581,39,1,25,39
1581,35,2,25,38
1581,17,3,16,4
1581,22,3,32,9
1581,33,3,32,10
1581,35,3,32,10
1581,43,3,32,9
1581,20,4,25,38
1581,21,4,25,38
1581,37,4,25,38
1581,45,5,93,74
1581,15,6,158,33
1581,29,6,158,33
1581,35,6,158,33
1581,37,7,21,40
1596,31,1,31,26
1596,5,2,31,26
1596,22,3,31,26
1596,43,3,36,12
1596,19,4,31,26
1596,20,4,32,17
1596,21,4,31,14
1596,22,4,43,14
1596,37,4,30,26
1596,39,4,32,16
1596,41,4,36,12
1596,43,4,45,13
1596,15,5,31,26
1596,21,5,24,28
1596,35,5,19,6
1596,0,6,31,26
1596,5,6,35,23
1596,21,7,18,10
1596,3,8,32,18
1596,20,9,18,11
1596,39,9,18,11
1596,1,10,32,16
1596,18,10,24,28
1596,22,10,24,39
1596,23,10,30,26
1596,45,10,31,26
1596,39,11,18,10
1596,37,12,18,10
1596,2,13,31,15
1596,3,13,28,26
1596,3,14,32,17
1596,5,14,31,26
1596,37,14,18,11
1596,16,15,32,42
1596,31,15,32,41
1596,33,15,31,41
1596,41,15,18,11
1617,23,1,110,57
1746,24,1,52,26
1746,21,2,25,38
1746,14,3,25,38
1746,31,4,32,18
1746,19,5,25,38
1746,17,6,83,30
1746,29,6,32,51
1746,1,7,83,30
1746,18,8,25,38
1746,15,9,25,38
1773,19,1,55,17
1968,16,1,179,44
1968,27,1,184,47
1968,29,1,179,45
2004,10,1,147,91
2152,41,1,84,30
2152,17,2,82,31
2152,43,3,84,30
2152,15,4,55,17
2164,35,1,76,87
2179,20,1,72,24
2183,23,1,77,34
2183,22,2,83,31
2183,20,3,128,85
2183,1,4,78,33
2183,1,5,77,34
2183,14,6,83,31
2183,0,7,79,32
2183,24,8,84,37
2183,23,9,78,32
2183,1,10,79,29
2183,18,11,82,31
2183,15,12,84,32
2183,16,12,82,31
2183,21,13,83,32
2183,0,14,82,31
2183,41,14,82,31
2183,13,15,80,32
2192,23,1,109,78
2232,41,1,25,12
2232,24,2,69,22
2232,35,2,11,0
2232,45,2,71,24
2232,1,3,71,23
2232,16,3,61,20
2232,17,3,32,10
2232,18,3,16,3
2232,19,3,18,10
2232,21,3,19,12
2232,33,3,16,0
2232,35,3,10,2
2240,21,1,168,36
2244,41,1,134,88
2244,33,2,101,56
2244,31,3,15,4
2300,10,1,107,95
2300,6,2,107,95
2300,23,3,107,95
2300,22,4,107,95
2403,41,1,128,85
2434,18,1,106,61
2434,20,2,114,74
2434,0,3,105,71
2434,18,4,107,95
2434,35,4,116,73
2434,37,4,114,74
2434,43,5,121,83
2434,39,6,103,67
2434,37,7,115,73
2434,17,8,115,74
2434,39,9,100,73
2434,18,10,115,73
2434,35,10,115,73
2434,18,11,114,74
2434,41,12,114,78
2434,14,13,115,73
2434,19,14,114,74
2434,20,15,95,56
2466,17,1,56,18
2466,16,2,188,33
2466,19,2,83,30
2466,33,2,188,33
2466,23,3,83,30
2466,23,4,92,29
2466,29,5,83,30
2466,0,6,168,36
2466,1,7,83,30
2466,0,8,158,33
2466,1,8,139,30
2466,3,8,83,30
2466,37,9,83,30
2466,21,10,139,30
2466,24,11,19,5
2466,20,12,56,17
2478,24,1,193,42
2495,0,1,123,83
2495,19,2,26,40
2495,1,3,25,38
2495,37,4,26,40
2522,37,1,82,31
2522,1,2,82,31
2522,33,2,82,31
2522,18,3,83,30
2547,16,1,107,95
2547,37,1,121,83
2547,43,1,108,78
2547,7,2,108,79
2547,23,2,109,78
2547,31,2,109,78
2547,33,2,108,78
2547,41,2,109,78
2547,16,3,107,95
2579,9,1,109,80
2870,39,1,13,2
2871,1,1,32,10
2915,3,1,131,64
2915,22,2,83,30
2915,31,2,126,61
2915,18,3,102,75
2919,15,1,117,103
2919,16,1,83,30
2919,19,1,115,94
2934,33,1,20,4
2972,33,1,182,36
2972,19,2,83,30
2972,3,3,104,27
2979,43,1,179,33
2979,17,2,181,36
2979,29,2,179,33
2979,31,3,179,33
2979,17,4,180,35
2979,31,4,181,36
2979,1,5,181,36
2979,21,5,167,52
2979,18,6,183,38
2979,35,6,182,38
2979,39,6,179,33
3052,4,1,19,5
3052,27,2,55,17
3099,39,1,40,42
3117,18,1,183,38
3117,21,1,183,38
3117,33,1,193,42
3117,19,2,110,71
3117,20,2,31,10
3118,2,1,107,95
3125,5,1,18,4
3125,23,1,19,3
3125,41,1,20,5
3125,0,2,23,6
3125,2,2,22,5
3125,3,2,18,4
3125,1,3,18,4
3125,14,3,19,3
3125,45,3,19,5
3125,2,4,19,5
3125,27,4,66,30
3125,0,5,18,4
3125,22,5,19,5
3125,23,5,19,3
3125,24,5,19,5
3125,33,5,20,5
3125,2,6,18,4
3125,23,7,20,5
3125,24,7,20,5
3125,43,7,18,4
3125,14,8,66,30
3125,23,8,19,5
3125,24,8,19,5
3125,43,8,19,5
3125,13,9,19,3
3152,21,1,169,50
3152,24,1,169,50
3208,39,1,168,36
3251,17,1,27,40
3372,20,1,102,78
3372,18,2,121,83
3372,17,3,168,36
3372,19,4,82,31
3372,37,4,82,31
3481,23,1,169,50
3481,41,1,168,49
3481,19,2,136,35
3481,20,2,194,40
3481,21,2,190,35
3481,29,2,103,75
3481,45,2,192,40
3481,3,3,194,40
3481,17,3,194,40
3481,18,3,195,38
3481,22,3,190,35
3481,39,3,189,35
3481,4,4,194,40
3481,18,4,183,38
3481,31,4,183,38
3482,29,1,12,3
3490,14,1,152,83
3490,17,2,31,9
3531,20,1,67,84
3531,37,1,67,84
3531,22,2,86,84
3531,22,3,71,56
3531,41,3,71,56
3531,39,4,97,94
3531,24,5,72,56
3531,19,6,81,70
3531,20,6,87,72
3531,31,6,64,60
3531,37,6,86,71
3531,23,7,66,84
3531,24,8,71,56
3531,17,9,86,68
3531,18,9,84,67
3531,22,9,88,84
3531,41,9,83,85
3531,20,10,100,74
3531,1,11,71,93
3531,22,11,74,58
3531,23,11,74,57
3531,0,12,67,84
3531,14,13,99,74
3531,15,13,123,83
3531,16,13,121,82
3531,18,13,121,82
3531,19,13,120,82
3531,20,13,109,78
3531,27,13,108,78
3531,19,14,63,82
3531,43,15,59,80
3608,37,1,123,83
3608,33,2,99,74
3608,24,3,157,75
3608,15,4,107,95
3688,18,1,69,22
3688,19,1,98,54
3688,1,2,108,78
3688,2,2,96,55
3688,4,2,31,9
3688,5,2,83,30
3688,7,2,24,6
3725,15,1,156,36
3725,35,1,167,52
3725,39,1,168,56
3725,11,2,139,30
3725,20,2,168,48
3725,37,2,167,52
3725,20,3,135,29
3725,21,3,168,56
3725,33,3,167,52
3725,39,3,138,29
3725,15,4,140,31
3725,20,4,168,56
3725,21,4,169,50
3725,27,4,131,28
3725,39,4,169,50
3725,20,5,144,58
3725,21,5,117,73
3725,3,6,137,29
3725,11,6,156,36
3725,17,6,168,56
3725,20,6,169,50
3725,37,6,169,50
3725,39,6,168,48
3725,16,7,137,29
3725,17,7,139,30
3725,31,7,140,31
3725,33,7,139,30
3725,3,8,169,50
3725,4,8,168,49
3725,11,8,156,36
3725,22,8,131,28
3725,39,8,135,29
3725,41,8,140,31
3725,43,8,132,29
3725,11,9,156,36
3725,20,9,144,58
3725,21,9,156,36
3725,39,9,139,30
3725,2,10,136,29
3725,11,10,156,36
3725,21,10,139,30
3725,29,10,139,30
3725,37,10,173,35
3725,11,11,156,36
3725,21,11,183,38
3725,24,11,156,37
3725,39,11,168,55
3725,41,11,181,36
3725,21,12,137,29
3725,37,12,156,36
3725,11,13,156,36
3725,19,13,139,30
3725,20,13,139,30
3725,23,13,139,29
3725,39,13,138,30
3725,45,13,139,29
3725,11,14,156,36
3725,20,14,169,50
3725,22,14,167,52
3725,37,14,169,50
3725,43,14,168,50
3725,11,15,156,36
3725,16,15,139,30
3725,21,15,162,39
3725,39,15,163,38
3725,41,15,163,38
3741,4,1,72,56
3741,15,2,34,42
3741,19,3,83,30
3741,37,3,19,4
3741,41,4,88,40
3741,43,4,48,14
3741,35,5,88,40
3750,33,1,31,53
3750,29,2,128,85
3750,35,2,128,85
3750,21,3,49,15
3755,15,1,34,42
3755,22,2,88,40
3755,43,2,48,14
3755,35,3,88,40
3755,24,4,25,12
3827,18,1,35,12
3827,20,2,32,10
3827,31,2,32,10
3837,7,1,74,25
3837,3,2,48,14
4008,43,1,168,36
4112,15,1,111,57
4112,33,1,111,57
4112,35,2,115,73
4112,18,3,108,70
4112,2,4,111,57
4112,20,5,99,73
4112,21,5,100,74
4112,39,5,100,73
4112,41,5,100,74
4112,24,6,121,82
4112,35,7,105,69
4112,20,8,111,57
4112,22,8,108,56
4112,2,9,116,73
4112,17,9,111,57
4112,18,10,105,70
4112,24,10,111,57
4112,37,10,105,69
4112,33,11,110,70
4112,22,12,127,59
4112,37,12,108,70
4112,14,13,114,74
4112,19,13,110,71
4112,20,14,115,73
4112,35,14,110,71
4112,39,14,115,73
4112,43,14,116,73
4112,45,14,114,74
4112,17,15,111,58
4112,18,15,111,57
4143,35,1,108,78
4143,21,2,108,78
4143,41,3,66,92
4143,39,4,108,78
4163,39,1,111,96
4163,33,2,112,93
4163,3,3,147,78
4163,16,4,112,93
4253,18,1,182,48
4253,22,1,182,48
4253,25,1,168,36
4253,31,1,182,48
4253,33,1,182,48
4253,1,2,182,48
4253,12,2,182,48
4253,33,2,182,48
4351,7,1,82,31
4351,3,2,82,31
4351,5,2,82,31
4351,7,2,82,31
4351,13,2,82,31
4351,22,2,79,32
4370,14,1,124,79
4370,17,2,27,7
4370,33,2,74,25
4422,2,1,20,5
4453,16,1,198,45
4453,17,1,182,38
4453,33,1,181,38
4501,37,1,82,31
4501,35,2,188,94
4501,22,3,157,32
4630,1,1,169,50
4630,5,1,169,50
4630,2,2,135,29
4630,24,2,122,82
4630,23,3,83,30
4630,35,4,84,30
4630,17,5,144,32
4630,24,5,173,35
4630,41,5,168,36
4630,1,6,83,30
4630,20,7,139,30
4630,39,7,139,30
4630,23,8,99,74
4630,3,9,169,50
4630,24,9,138,29
4630,35,10,139,29
4630,22,11,138,30
4630,1,12,37,11
4630,16,12,139,30
4630,29,13,139,30
4630,35,13,144,30
4630,16,14,145,30
4630,0,15,109,80
4685,27,1,108,79
4758,12,1,33,12
4799,18,1,51,47
4815,14,1,123,29
4815,45,1,134,29
4815,22,2,169,50
4872,22,1,77,27
4872,1,2,83,31
4872,18,2,85,39
4872,24,2,77,27
4872,33,2,85,39
4872,1,3,83,31
4872,4,3,77,27
4872,14,3,85,39
4872,18,3,84,38
4872,0,4,77,27
4872,33,4,85,39
4872,35,4,88,36
4872,19,5,31,15
4872,1,6,31,15
4872,16,6,31,15
4872,21,6,85,39
4922,24,1,126,101
4922,20,2,169,50
4922,33,2,169,50
4922,20,3,107,95
4922,7,4,107,95
4922,15,5,182,48
4922,33,6,17,4
4922,12,7,108,95
4922,21,8,108,95
4922,19,9,106,77
4922,37,9,106,77
4922,10,10,107,95
4922,2,11,182,48
4922,16,12,87,105
4922,13,13,97,97
4922,14,13,82,31
4922,27,13,48,14
4922,29,13,10,2
4927,45,1,28,40
4927,1,2,62,28
4927,2,3,32,42
5035,23,1,109,78
5035,29,2,108,79
5035,37,2,106,78
5035,43,2,84,30
5126,15,1,107,95
5126,37,1,98,74
5126,31,2,105,70
5126,33,2,108,64
5126,10,3,99,73
5126,16,3,102,78
5126,17,3,108,95
5126,19,3,98,72
5126,21,3,108,78
5126,25,3,102,77
5126,41,3,108,95
5126,22,4,39,14
5126,23,4,81,29
5126,43,4,81,29
5126,18,5,92,29
5279,21,1,169,50
5279,31,1,169,50
5339,15,1,134,88
5341,37,1,183,38
5341,43,1,181,36
5341,17,2,62,16
5341,24,3,62,16
5355,33,1,182,35
5355,27,2,182,35
5355,33,2,182,35
5355,33,3,182,35
5355,35,3,176,45
5355,14,4,182,35
5355,33,4,182,35
5355,37,4,137,36
5355,39,4,133,39
5355,27,5,182,35
5355,33,6,182,35
5355,35,6,182,35
5355,33,7,182,35
5355,18,8,182,35
5355,24,8,118,101
5355,45,8,118,101
5355,19,9,183,38
5355,37,10,144,59
5355,20,11,182,35
5355,18,12,182,35
5355,21,12,170,54
5355,16,13,183,35
5355,16,14,182,35
5355,33,15,163,38
5355,35,15,161,38
5373,19,1,21,39
5416,17,1,182,40
5416,1,2,182,48
5416,39,3,191,47
5416,45,4,182,35
5416,5,5,190,52
5416,1,6,188,34
5416,35,7,191,47
5416,5,8,181,36
5487,33,1,52,22
5487,37,1,147,91
5487,35,2,193,42
5488,23,1,109,79
5488,41,1,107,95
5488,21,2,113,36
5608,23,1,109,78
5608,9,2,108,79
5608,19,2,106,78
5608,21,2,82,31
5608,35,2,109,78
5611,1,1,27,7
5723,1,1,27,7
5781,1,1,182,48
5781,21,2,191,47
5786,16,1,108,78
5875,37,1,169,50
5875,39,1,168,50
5875,15,2,166,31
5875,17,3,166,31
5875,21,4,165,35
5875,17,5,193,42
5875,20,5,168,31
5875,31,6,166,31
5875,17,7,193,42
5875,18,7,167,35
5875,20,7,183,40
5875,43,7,167,34
5875,15,8,166,31
5875,33,8,168,35
5875,16,9,93,74
5875,31,9,147,91
5885,41,1,111,62
5918,18,1,10,1
5918,19,1,83,30
5918,39,1,118,29
6014,0,1,88,36
6126,24,1,34,63
6126,7,2,54,76
6219,22,1,82,32
6219,37,1,49,16
6219,43,1,82,31
6219,0,2,82,31
6219,31,2,110,57
6252,35,1,64,20
6259,29,1,104,79
6344,24,1,169,50
6344,0,2,169,50
6344,23,3,182,48
6346,3,1,168,36
6346,35,1,182,37
6346,16,2,168,36
6346,19,3,138,29
6427,2,1,16,4
6427,23,1,16,4
6545,1,1,168,50
6545,13,1,168,50
6545,24,2,163,38
6545,1,3,169,50
6545,41,4,172,35
6545,0,5,168,50
6545,2,6,168,50
6545,24,6,166,37
6545,37,6,168,50
6545,9,7,166,36
6545,17,7,166,37
6545,22,8,172,35
6545,13,9,168,50
6545,0,10,169,50
6545,15,11,168,50
6545,18,12,168,50
6545,2,13,169,50
6545,23,14,182,38
6545,41,15,168,50
6716,19,1,106,78
6716,15,2,48,14
6716,17,2,84,30
6716,29,3,48,14
6716,37,3,50,14
6716,2,4,48,14
6716,17,5,54,71
6716,16,6,54,70
6716,29,6,54,71
6716,20,7,82,31
6716,37,7,84,30
6716,18,8,32,9
6716,21,8,48,14
6716,27,8,48,14
6716,43,9,27,7
6716,21,10,104,51
6716,33,10,48,14
6716,21,11,48,14
6716,18,12,48,14
6716,22,12,48,14
6716,23,12,48,14
6716,14,13,48,14
6716,23,14,48,14
6716,23,15,48,14
6721,41,1,107,95
6882,33,1,183,38
6882,5,2,182,38
7084,3,1,160,37
7084,24,2,169,50
7084,2,3,169,50
7084,39,3,163,35
7084,3,4,101,77
7084,5,4,100,71
7084,43,4,169,50
7084,4,5,160,33
7084,22,6,169,50
7084,39,7,168,32
7084,15,8,168,32
7084,20,9,168,32
7084,16,10,168,32
7084,20,11,168,32
7084,5,12,182,48
7084,18,12,182,48
7114,9,1,107,95
7114,13,1,28,9
7114,18,2,32,11
7114,45,2,32,10
7114,22,3,27,8
7114,43,4,27,8
7114,35,5,107,95
7145,22,1,68,23
7150,23,1,118,29
7150,27,2,48,14
7150,27,3,48,14
7150,23,4,128,85
7150,35,5,141,88
7150,18,6,124,83
7249,27,1,77,27
7249,17,2,79,27
7309,21,1,34,8
7309,31,1,34,8
7310,0,1,3,6
7396,19,1,93,46
7396,27,1,91,46
7532,22,1,25,39
7532,17,2,25,38
7532,35,2,28,40
7532,39,2,25,39
7532,13,3,24,44
7532,35,3,25,39
7593,41,1,139,30
7593,22,2,56,18
7593,39,2,168,36
7593,41,2,83,30
7593,3,3,19,4
7593,4,3,83,30
7593,5,3,57,16
7593,7,3,139,30
7829,23,1,169,50
7829,15,2,169,50
7845,14,1,63,82
7845,15,1,83,31
7845,16,1,83,30
7845,17,1,83,30
7845,18,1,99,73
7845,19,1,99,74
7845,27,1,78,33
7845,29,1,83,30
7845,35,1,100,74
7845,37,1,99,74
7845,14,2,118,101
7845,15,2,83,31
7845,16,2,83,30
7845,27,2,109,78
7845,31,2,83,31
7906,17,1,83,31
7906,31,1,82,31
7906,35,1,85,33
7906,45,2,183,38
7997,1,1,169,50
7997,3,1,169,49
7997,31,1,168,49
8028,21,1,123,29
8031,0,1,17,4
8031,3,1,36,17
8031,17,1,36,13
8031,27,1,32,10
8031,29,1,32,10
8031,45,1,36,17
8031,15,2,19,5
8031,17,2,20,5
8031,23,2,38,14
8031,31,2,20,5
8031,35,2,18,7
8031,0,3,38,14
8031,19,3,36,17
8031,24,4,43,13
8031,41,4,10,2
8031,4,5,41,17
8031,15,5,39,13
8031,18,5,38,14
8031,19,5,39,14
8031,20,5,38,14
8031,22,5,36,17
8031,24,5,26,7
8031,27,5,36,12
8031,29,5,39,14
8031,37,5,38,14
8031,0,6,29,6
8031,2,6,29,7
8031,3,6,26,10
8031,18,6,42,12
8031,20,6,41,15
8031,29,6,32,10
8031,37,6,36,12
8031,16,7,33,12
8031,22,7,36,12
8031,29,7,36,17
8031,43,7,36,13
8031,14,8,32,17
8031,24,8,32,9
8031,29,8,37,11
8031,39,8,83,32
8031,1,9,32,9
8031,2,9,33,12
8031,17,9,40,13
8037,19,1,16,10
8037,39,1,109,78
8136,31,1,100,74
8136,33,1,100,74
8136,19,2,100,74
8136,0,3,82,31
8177,24,1,92,83
8177,0,2,90,83
8177,1,2,93,83
8177,27,3,92,83
8312,16,1,68,69
8319,23,1,22,39
8407,5,1,96,67
8407,25,1,119,77
8496,16,1,101,56
8496,29,1,27,41
8577,21,1,182,38
8577,1,2,156,36
8581,1,1,107,95
8581,2,1,75,55
8622,17,1,182,48
8622,0,2,128,85
8633,15,1,19,4
8711,2,1,48,14
8711,14,1,49,21
8711,24,1,50,13
8742,29,1,19,4
8742,14,2,19,4
8942,29,1,147,91
9032,18,1,114,78
9032,20,1,26,6
9032,17,2,37,12
9246,23,1,182,48
9246,23,2,26,39
9246,31,2,157,37
9246,14,3,183,38
9246,20,4,181,49
9246,24,5,182,48
9246,37,5,182,47
9274,3,1,32,41
9392,1,1,182,48
9426,17,1,168,36
9426,33,1,83,30
9426,35,1,19,4
9469,21,1,85,41
9469,0,2,108,78
9469,6,2,82,31
9621,5,1,82,31
9621,45,1,82,31
9631,19,1,32,43
9631,37,1,72,56
9785,23,1,82,31
9785,43,1,82,31
9785,2,2,84,30
9785,29,3,82,31
9785,17,4,82,31
9785,33,4,82,31
9785,41,5,82,31
9785,20,6,82,31
9785,35,6,82,31
9785,39,6,82,31
9785,12,7,82,31
9785,14,7,82,31
9785,25,7,82,31
9785,29,7,83,30
9785,35,7,82,31
9785,37,7,82,31
9785,14,8,82,31
9785,35,8,83,31
9785,19,9,118,29
9785,22,9,114,27
9785,23,9,116,28
9785,22,10,138,35
9785,37,10,136,35
9785,41,10,138,35
9855,13,1,51,16
9861,7,1,17,2
9880,2,1,31,15
9880,3,1,31,15
9908,39,1,22,5
9917,24,1,82,31
9917,1,2,82,31
9917,5,2,82,31
10005,20,1,82,31
10100,14,1,108,78
10100,17,1,81,68
10100,19,1,74,57
10100,23,1,124,83
10100,35,1,74,58
10100,43,1,84,67
10166,17,1,181,97
10166,19,1,187,94
10169,25,1,105,60
10203,21,1,33,42
10203,22,1,25,38
10203,41,1,25,38
10203,20,2,31,15
10203,31,2,109,78
10203,35,2,109,78
10203,16,3,32,16
10217,24,1,194,41
10217,29,2,194,41
10217,37,2,194,41
10217,22,3,194,41
10217,15,4,194,41
10217,39,4,194,41
10217,17,5,194,41
10217,45,5,194,41
10217,15,6,194,41
10217,24,7,194,41
10217,24,8,194,41
10217,29,9,194,41
10217,37,9,194,41
10217,3,10,194,41
10217,21,10,194,41
10217,20,11,198,43
10217,21,11,163,38
10217,39,11,183,38
10217,16,12,198,43
10217,31,12,183,38
10217,1,13,194,41
10217,5,14,194,41
10217,15,14,194,41
10217,19,14,194,41
10217,39,15,183,38
10304,21,1,107,95
10304,23,2,107,95
10358,37,1,11,3
10358,3,2,10,2
10358,17,3,10,2
10358,37,4,10,1
10358,0,5,11,2
10358,31,6,18,10
10358,18,7,10,2
10358,24,8,10,2
10358,39,9,41,13
10358,45,10,10,2
10358,19,11,18,10
10358,23,12,11,3
10358,18,13,41,13
10358,20,13,21,9
10358,33,14,18,10
10358,45,15,10,2
10413,22,1,83,30
10413,43,1,139,30
10414,13,1,109,95
10414,25,1,107,77
10414,35,1,108,78
10414,37,1,109,95
10414,18,2,108,95
10414,25,2,109,78
10488,1,1,28,9
10488,33,2,107,95
10488,0,3,26,39
10643,0,1,93,77
10643,24,2,93,74
10643,13,3,96,74
10677,13,1,107,95
10677,41,1,109,95
10789,7,1,110,75
10798,16,1,107,95
10798,45,1,72,25
10798,13,2,73,25
10798,19,3,83,30
10798,13,4,107,95
10812,19,1,102,78
10812,29,2,117,103
10830,3,1,109,78
11278,29,1,19,4
11278,29,2,53,22
11287,19,1,16,10
11287,39,1,109,79
11343,39,1,183,38
11434,33,1,31,15
11434,43,1,30,7
11434,18,2,32,10
11434,18,3,32,11
11434,23,4,31,15
11434,37,5,32,11
11561,18,1,107,78
11737,37,1,59,23
11737,7,2,32,9
11737,22,3,59,23
11737,5,4,30,10
11737,15,5,30,10
11737,23,6,26,7
11737,18,7,29,7
11774,1,1,82,31
11815,4,1,48,14
11904,16,1,139,29
11904,24,2,156,37
12248,31,1,109,78
12318,25,1,101,56
12334,14,1,82,31
12334,3,2,109,78
12334,24,2,109,78
12334,45,2,109,78
12334,5,3,110,78
12334,35,3,108,78
12334,14,4,108,78
12334,19,4,109,78
12334,41,4,108,78
12334,20,5,57,16
12334,35,6,86,27
12334,41,6,16,2
12398,43,1,141,88
12398,0,2,20,5
12398,41,2,26,6
12441,45,1,79,33
12441,20,2,83,30
12503,17,1,134,29
12503,18,1,141,32
12503,19,1,183,38
12503,23,1,181,36
12503,31,1,143,33
12503,41,1,181,36
12503,13,2,183,38
12503,16,2,182,37
12503,18,2,183,38
12503,21,2,168,37
12503,22,2,182,36
12503,33,2,193,42
12503,43,2,181,36
12503,18,3,181,36
12503,21,3,183,38
12503,27,3,183,38
12503,29,3,183,38
12503,31,3,183,35
12503,33,3,182,35
12503,35,3,181,36
12503,15,4,107,78
12503,33,4,107,78
12503,17,5,134,88
12503,22,6,18,10
12503,37,7,36,42
12506,15,1,183,38
12506,33,1,181,36
12506,15,2,118,29
12506,29,2,49,14
12526,24,1,109,78
12526,45,1,110,78
12526,0,2,108,78
12526,1,3,108,78
12526,4,3,105,78
12526,25,3,116,73
12526,33,3,109,78
12531,20,1,182,48
12531,5,2,181,49
12676,24,1,121,28
12676,29,1,33,10
12676,45,1,55,17
12676,15,2,31,9
12676,24,2,139,29
12676,45,2,75,26
12676,14,3,183,35
12676,15,3,56,18
12676,27,3,142,29
12676,1,4,157,32
12676,15,5,168,33
12676,16,5,61,19
12676,29,5,83,30
