uid,t,d,x,y
1399,39,4,108,42
1399,39,5,107,49
1399,18,6,123,52
1399,35,6,123,54
1452,14,1,138,71
1491,4,1,140,42
1491,17,2,142,43
1491,33,2,142,43
1491,27,3,142,42
1491,24,4,142,43
1491,18,5,144,42
1491,33,5,143,44
1491,31,6,132,47
1491,14,7,107,47
1491,2,8,107,47
1491,41,8,107,47
1491,0,9,141,41
1491,16,10,141,41
1491,18,11,142,42
1491,39,11,142,41
1491,0,12,142,42
1491,15,13,143,42
1491,29,13,143,42
1491,2,14,142,41
1491,24,15,147,38
1491,33,15,142,43
1520,1,1,142,41
1520,41,2,142,41
1520,21,3,141,42
1520,39,3,142,41
1520,41,3,141,42
1520,0,4,142,42
1520,18,4,140,42
1520,22,4,139,42
1520,33,4,141,42
1520,41,4,141,41
1520,43,4,133,48
1520,0,5,133,47
1520,1,6,142,42
1520,15,6,142,42
1520,35,6,102,19
1520,21,7,142,43
1520,23,7,140,48
1520,43,7,140,48
1520,45,7,142,42
1520,45,8,122,47
1520,19,9,143,42
1520,23,9,141,42
1520,24,9,142,42
1520,35,9,142,42
1520,43,9,142,41
1520,18,10,142,41
1520,39,10,139,43
1520,4,11,140,42
1520,7,11,141,42
1520,17,11,141,42
1520,18,11,113,50
1520,21,11,114,51
1520,39,11,116,52
1520,43,11,112,50
1520,23,12,147,34
1520,29,12,144,42
1520,39,12,147,34
1520,45,12,147,34
1520,21,13,142,41
1520,22,13,141,41
1520,23,13,142,41
1520,41,13,141,41
1520,43,13,143,42
1520,21,14,143,42
1520,24,14,142,42
1520,19,15,144,41
1520,22,15,140,31
1520,37,15,142,41
1520,43,15,141,40
1564,19,1,88,12
1564,20,1,84,4
1564,31,1,68,35
1564,35,1,89,14
1566,21,1,144,42
1566,22,1,144,42
1566,37,1,141,70
1566,43,1,144,42
1566,45,1,147,24
1566,18,2,154,16
1566,29,2,153,17
1566,33,2,153,17
1567,22,1,26,15
1572,19,1,88,12
1572,20,1,84,4
1572,31,1,68,35
1572,35,1,89,14
1602,7,1,62,4
1620,22,1,138,71
1640,33,1,25,16
1648,18,1,107,49
1649,14,1,138,70
1649,17,1,134,72
1649,25,2,134,72
1651,14,1,25,16
1651,27,1,25,16
1695,7,1,25,16
1748,16,1,114,51
1748,33,1,107,49
1771,45,1,111,49
1771,3,2,107,48
1771,23,2,139,69
1771,41,3,111,47
1786,17,1,113,50
1786,35,1,107,47
1786,35,2,138,71
1880,0,1,138,71
1880,31,2,142,43
1887,39,1,147,37
1887,15,2,147,35
1887,21,3,148,30
1887,16,4,148,30
1887,45,5,147,35
1887,27,6,148,34
1887,41,7,148,34
1887,27,8,148,30
1887,16,9,150,42
1887,17,9,150,42
1887,29,9,150,40
1887,33,9,147,34
1887,35,9,147,34
1887,0,10,148,34
1887,18,10,119,43
1887,20,10,142,42
1887,33,10,143,42
1887,35,10,142,43
1887,37,10,142,43
1887,39,10,143,42
1887,45,10,147,35
1887,18,11,148,34
1887,19,12,150,41
1887,17,13,148,30
1887,15,14,138,69
1887,19,14,149,34
1887,29,14,140,71
1887,31,14,139,70
1887,21,15,163,45
1988,3,1,107,47
1988,17,1,111,48
1988,33,1,111,48
1988,1,2,115,48
1988,5,2,111,47
1988,27,2,109,47
1988,45,3,111,49
1988,31,4,107,47
1988,4,5,114,48
1988,23,5,111,48
1988,45,5,112,47
1988,31,6,113,48
1988,0,7,114,48
1988,20,7,107,47
2213,17,1,107,48
2213,29,1,107,47
2213,33,2,138,71
2224,19,1,144,42
2224,33,1,144,43
2224,35,1,144,42
2224,10,2,142,43
2224,17,2,142,43
2224,19,3,142,43
2224,23,3,142,43
2224,2,4,143,43
2224,18,5,141,43
2224,39,5,143,43
2224,1,6,142,43
2224,45,7,141,43
2224,1,8,141,41
2224,20,9,142,43
2224,37,9,142,43
2224,39,9,142,42
2224,1,10,143,42
2224,2,10,142,43
2224,23,11,143,43
2224,1,12,142,43
2224,18,13,142,42
2224,23,13,141,43
2224,18,14,142,43
2224,33,14,142,43
2224,25,15,142,42
2224,29,15,142,42
2240,22,1,108,46
2240,23,1,112,49
2240,43,1,108,47
2240,3,2,112,49
2240,21,2,111,48
2240,23,2,108,47
2240,41,2,107,47
2252,22,1,130,61
2255,7,1,156,21
2276,24,1,35,14
2276,15,2,35,14
2321,19,1,138,71
2396,41,1,115,36
2396,31,2,143,43
2396,41,3,140,47
2469,41,1,133,62
2469,1,2,101,17
2478,23,1,138,71
2612,29,1,107,49
2612,0,2,109,47
2612,33,3,107,49
2612,16,4,112,48
2612,15,5,110,49
2612,0,6,106,45
2612,19,6,109,48
2612,35,6,109,48
2612,43,6,144,43
2612,29,7,107,49
2612,24,8,108,48
2612,39,9,107,49
2612,1,10,108,48
2612,27,11,109,49
2612,17,12,107,47
2612,21,13,107,47
2612,35,14,108,49
2612,0,15,108,48
2643,15,1,122,47
2643,27,1,113,47
2643,19,2,153,18
2643,21,2,138,69
2723,24,1,107,49
2723,1,2,108,48
2723,4,2,107,49
2723,27,2,107,48
2723,45,2,107,48
2723,3,3,108,48
2723,29,3,107,48
2723,2,4,108,49
2723,21,4,107,47
2755,37,1,37,14
2770,2,1,25,16
2770,1,2,25,16
2770,29,3,25,16
2770,22,4,25,16
2782,16,1,151,6
2782,17,1,150,21
2782,18,1,141,47
2782,19,1,141,72
2782,31,1,152,11
2782,33,1,143,44
2782,37,1,141,72
2870,13,1,138,71
2920,23,1,141,48
2920,18,2,153,17
2920,45,3,138,71
2920,5,4,138,71
3004,27,1,107,47
3054,23,1,108,48
3054,39,1,108,48
3054,41,1,108,48
3054,3,2,108,48
3054,25,2,108,48
3054,1,3,108,48
3054,23,3,108,48
3054,24,3,110,48
3054,29,3,101,17
3054,43,3,107,47
3054,37,4,110,49
3054,43,4,107,49
3054,31,5,107,49
3057,18,1,141,71
3075,29,1,41,16
3075,4,2,35,14
3110,23,1,138,70
3145,33,1,109,49
3145,37,2,109,48
3145,17,3,109,49
3145,14,4,108,48
3145,23,5,107,48
3145,1,6,108,49
3146,1,1,194,54
3146,5,2,194,55
3146,15,3,194,54
3146,1,4,192,53
3146,11,4,194,54
3146,5,5,194,55
3146,13,5,194,54
3146,17,6,192,53
3146,13,7,194,54
3146,24,7,194,55
3146,13,8,194,54
3146,23,8,194,55
3146,41,8,194,55
3146,1,9,194,54
3146,3,9,194,55
3146,20,10,137,43
3146,22,10,192,52
3146,23,10,194,54
3146,39,11,194,55
3146,41,11,194,55
3146,23,12,194,55
3146,43,12,194,55
3146,7,13,194,55
3146,9,13,194,54
3146,2,14,194,55
3146,4,14,194,54
3146,18,14,194,54
3146,20,14,194,55
3146,0,15,194,54
3149,10,1,144,43
3156,29,1,139,42
3156,21,2,142,43
3156,37,2,137,45
3156,45,3,132,47
3156,25,4,139,42
3173,17,1,101,17
3173,19,1,107,48
3173,31,1,90,14
3173,35,1,102,38
3173,1,2,107,49
3183,15,1,165,2
3183,23,1,141,48
3183,18,2,153,17
3183,5,3,138,71
3183,27,3,139,69
3183,31,4,138,71
3197,19,1,13,7
3198,33,1,151,6
3198,19,2,144,43
3198,16,3,144,42
3210,1,1,138,71
3221,23,1,138,71
3221,43,2,107,48
3221,16,3,108,49
3298,3,1,138,71
3324,18,1,138,71
3324,35,1,138,71
3384,0,1,62,4
3384,19,2,110,49
3384,27,2,107,49
3384,33,2,107,49
3384,39,2,107,49
3384,31,3,25,16
3384,19,4,108,48
3384,27,4,112,48
3384,33,4,110,49
3384,41,4,108,48
3384,5,5,109,48
3384,17,5,112,48
3384,33,5,112,48
3384,16,6,35,14
3384,33,7,56,38
3384,23,8,109,39
3384,19,9,107,49
3384,19,10,102,20
3384,20,11,107,48
3384,45,12,62,4
3384,29,13,26,16
3384,23,14,25,16
3384,35,15,25,16
3396,20,1,138,71
3414,37,1,113,50
3414,15,2,111,49
3414,5,3,88,12
3414,22,3,114,48
3414,45,4,112,48
3414,0,5,111,48
3414,33,5,112,49
3414,22,6,113,48
3414,17,7,111,49
3414,16,8,107,48
3414,18,8,107,48
3414,29,9,107,48
3414,45,9,112,50
3414,16,10,88,13
3414,41,10,88,13
3414,24,11,112,48
3414,14,12,111,49
3414,37,12,107,48
3414,15,13,111,49
3414,17,13,111,49
3414,5,14,112,48
3414,43,14,112,48
3414,16,15,112,48
3414,22,15,111,49
3419,4,1,147,24
3419,33,2,126,46
3461,33,1,140,49
3471,18,1,138,71
3471,22,2,138,71
3473,1,1,138,71
3473,20,2,138,71
3473,3,3,138,71
3473,20,4,142,72
3477,45,1,147,34
3477,45,2,142,72
3477,0,3,113,48
3477,1,4,142,72
3477,2,4,142,72
3477,18,5,107,47
3486,1,1,26,15
3486,13,2,25,16
3486,19,2,38,14
3486,33,2,25,16
3486,39,2,60,5
3491,33,1,138,71
3513,25,1,61,5
3517,2,1,103,28
3517,33,1,138,68
3517,35,1,141,71
3517,37,1,141,72
3517,41,1,142,72
3517,0,2,138,69
3517,3,2,138,68
3517,24,2,138,69
3517,37,2,138,69
3517,0,3,138,69
3517,39,3,139,70
3517,18,4,138,70
3517,39,4,134,69
3517,1,5,137,68
3517,21,5,138,68
3529,22,1,84,4
3529,0,2,109,47
3529,1,2,108,48
3529,27,2,110,48
3529,29,2,110,49
3529,31,2,107,49
3529,15,3,25,16
3529,25,3,62,4
3529,27,3,25,16
3529,18,4,57,39
3547,0,1,111,48
3547,1,2,110,48
3547,2,2,111,48
3547,5,2,107,49
3547,7,2,107,49
3547,9,2,107,48
3547,11,2,109,48
3547,20,2,112,48
3547,37,2,112,47
3547,41,2,111,48
3547,45,2,110,48
3547,3,3,111,48
3547,23,3,111,49
3547,24,3,110,48
3547,27,3,111,49
3547,33,3,111,49
3547,35,3,111,49
3547,41,3,111,49
3547,0,4,108,48
3547,2,4,107,48
3547,4,4,109,48
3547,25,4,113,49
3547,35,4,113,49
3547,1,5,110,48
3547,24,5,110,48
3547,31,5,113,49
3547,35,5,113,49
3547,43,5,113,50
3547,0,6,108,49
3547,5,6,111,48
3547,35,6,113,49
3547,0,7,110,48
3547,1,7,112,47
3547,3,7,111,48
3547,4,7,110,48
3547,31,7,113,49
3547,24,8,112,48
3547,25,8,113,49
3547,35,8,114,50
3547,0,9,112,48
3547,1,9,111,48
3547,2,9,111,48
3547,3,9,108,49
3547,39,9,111,48
3547,41,9,111,48
3547,1,10,112,50
3547,2,10,112,50
3547,3,10,112,50
3547,17,10,111,49
3547,33,10,111,49
3547,35,10,111,49
3547,45,10,110,48
3547,0,11,107,48
3547,2,11,110,49
3547,3,11,110,48
3547,4,11,111,49
3547,25,11,113,49
3547,35,11,113,49
3547,24,12,109,48
3547,3,13,111,48
3547,5,13,112,48
3547,31,13,113,49
3547,35,14,113,49
3547,5,15,114,49
3547,7,15,110,48
3547,25,15,113,49
3547,31,15,113,49
3547,35,15,113,49
3547,45,15,112,48
3559,24,1,107,47
3559,3,2,142,72
3559,35,2,142,72
3559,37,2,142,72
3559,3,3,142,72
3559,11,3,107,47
3559,19,3,107,47
3622,45,1,88,12
3622,0,2,88,12
3622,20,2,141,48
3622,16,3,141,47
3622,27,4,141,48
3622,29,5,141,47
3622,14,6,141,47
3622,14,7,141,47
3622,3,8,141,48
3622,15,8,142,43
3622,35,8,142,41
3622,39,8,141,41
3622,0,9,141,48
3622,23,9,141,41
3622,20,10,141,48
3622,21,10,141,48
3622,35,10,141,47
3622,15,11,141,47
3622,41,11,141,48
3622,2,12,141,48
3622,9,12,141,48
3622,23,12,141,48
3622,27,12,141,47
3622,20,13,141,47
3622,25,13,141,47
3622,43,13,141,48
3622,45,13,141,47
3622,3,14,141,48
3622,14,14,140,47
3622,16,14,140,47
3622,31,14,140,47
3622,39,14,141,48
3622,17,15,145,42
3622,23,15,141,48
3642,43,1,107,47
3642,45,1,107,47
3642,14,2,109,47
3642,23,2,108,48
3642,45,2,108,48
3642,0,3,107,47
3642,13,3,109,47
3642,24,3,111,48
3642,43,3,111,48
3642,3,4,107,47
3642,22,4,107,47
3642,23,4,109,47
3642,13,5,109,47
3642,43,5,107,47
3642,45,5,107,47
3680,19,1,138,71
3712,18,1,87,13
3712,15,2,87,13
3712,17,2,87,12
3712,17,3,107,47
3712,39,4,25,16
3715,45,1,107,49
3715,31,2,111,48
3715,35,3,109,48
3715,7,4,107,47
3715,17,5,107,47
3715,15,6,109,48
3715,29,7,107,48
3715,33,7,108,48
3715,18,8,108,47
3715,19,8,109,48
3715,3,9,107,47
3715,23,9,107,49
3715,17,10,108,48
3715,23,10,107,49
3715,5,11,107,47
3715,21,11,109,48
3715,24,11,111,48
3715,13,12,109,48
3715,31,13,108,48
3715,35,13,107,47
3715,31,14,107,47
3715,15,15,108,48
3715,17,15,113,50
3878,20,1,107,47
3878,21,1,107,47
4012,14,1,138,71
4118,17,1,138,68
4118,3,2,112,48
4122,3,1,87,13
4122,22,1,87,13
4122,29,1,88,13
4122,37,1,88,13
4122,20,2,87,13
4122,24,2,88,13
4122,41,2,88,13
4122,1,3,87,13
4122,4,3,88,13
4122,41,3,88,13
4122,16,4,88,12
4122,24,4,88,13
4122,27,4,87,13
4122,37,4,88,13
4122,39,4,87,13
4122,17,5,87,13
4122,21,5,87,13
4122,0,6,88,13
4122,3,6,87,13
4122,17,6,88,13
4122,37,6,88,13
4122,39,6,87,13
4122,25,7,88,13
4122,27,7,88,13
4122,29,7,88,13
4122,39,7,87,13
4122,15,8,88,13
4122,24,8,88,13
4122,15,9,88,13
4122,20,10,87,13
4122,31,10,88,13
4122,43,10,88,13
4122,3,11,88,13
4122,16,11,87,13
4122,20,11,87,12
4122,20,12,88,12
4122,2,13,88,12
4122,17,13,87,13
4122,35,13,87,13
4122,15,14,88,13
4122,3,15,88,12
4122,19,15,88,13
4122,45,15,87,13
4140,41,1,144,42
4140,0,2,138,71
4140,1,3,138,69
4140,39,4,141,48
4140,19,5,144,43
4144,3,1,142,43
4144,5,1,142,43
4155,3,1,140,71
4155,35,2,138,71
4155,0,3,138,70
4155,24,4,140,71
4155,1,5,142,72
4155,20,6,142,72
4155,18,7,140,71
4155,43,8,140,71
4155,3,9,140,71
4155,35,10,151,6
4155,0,11,138,70
4155,1,11,138,70
4155,3,11,140,71
4155,31,12,140,71
4155,29,13,142,72
4155,18,14,138,71
4155,24,15,140,71
4161,33,1,136,69
4161,23,2,138,70
4161,39,3,141,70
4196,18,1,108,43
4316,24,1,140,71
4316,45,1,136,72
4316,0,2,142,72
4365,4,1,130,61
4365,18,2,108,48
4365,19,2,108,48
4365,20,2,107,48
4365,21,2,107,49
4365,39,2,107,47
4431,23,1,107,49
4431,24,1,138,69
4431,43,2,138,69
4468,0,1,141,41
4468,0,2,141,41
4468,1,2,141,41
4468,2,2,142,41
4468,3,2,142,40
4468,1,3,164,3
4468,24,4,141,41
4468,45,4,141,41
4468,0,5,141,41
4470,5,1,25,16
4532,21,1,141,41
4532,43,1,141,41
4532,19,2,142,41
4532,37,2,140,42
4532,41,2,142,43
4532,15,3,143,42
4532,18,3,143,42
4532,29,3,142,43
4532,33,3,144,42
4532,39,3,143,42
4532,18,4,144,42
4532,31,4,141,41
4532,0,5,141,41
4532,3,6,135,43
4532,1,7,136,43
4532,7,8,142,43
4532,22,8,141,41
4532,41,8,141,41
4532,45,8,142,43
4532,3,9,136,42
4532,14,9,136,42
4532,17,10,136,42
4532,21,10,143,42
4532,35,11,141,43
4532,11,12,136,42
4532,19,13,142,43
4532,23,13,143,42
4532,35,13,142,43
4532,2,14,135,43
4532,9,15,136,42
4544,18,1,138,71
4584,1,1,142,43
4584,15,1,142,44
4584,37,2,143,44
4584,45,2,142,43
4584,5,3,142,43
4584,18,4,141,43
4584,22,4,139,42
4584,5,5,142,43
4584,21,5,142,43
4584,1,6,142,43
4584,25,6,142,46
4584,17,7,142,43
4584,43,8,142,43
4584,25,9,142,44
4584,13,10,143,42
4584,33,11,142,43
4584,33,12,141,41
4584,13,13,142,44
4584,20,14,142,44
4584,35,15,107,48
4622,43,1,62,4
4723,23,1,138,71
4723,2,2,138,71
4723,13,3,138,71
4723,3,4,138,71
4758,14,1,107,49
4758,19,2,107,47
4890,2,1,140,71
4890,5,1,142,72
4890,35,1,142,72
4890,3,2,142,72
4890,35,3,142,72
4890,25,4,142,72
4890,14,5,142,72
4890,25,5,142,72
4890,41,5,138,71
4933,23,1,138,71
4933,35,2,138,71
4933,21,3,138,71
4970,24,1,138,71
4970,0,2,138,71
4970,13,3,108,48
4970,23,3,108,48
4970,25,3,107,48
4970,13,4,110,40
4970,15,4,108,48
4970,23,4,102,20
4970,29,4,107,49
4970,12,5,153,3
4970,15,5,108,48
4970,27,5,107,48
4981,2,1,103,28
4981,35,1,141,71
4981,37,1,141,72
4981,41,1,142,72
4981,3,2,138,68
4981,24,2,138,69
4981,37,2,138,69
4981,18,3,138,70
4981,39,3,134,69
4981,1,4,138,68
5014,29,1,137,68
5014,18,2,107,49
5014,29,2,107,49
5014,22,3,107,49
5014,29,3,107,49
5035,20,1,107,30
5035,18,2,133,45
5035,22,2,149,47
5035,35,2,134,46
5097,45,1,138,71
5097,1,2,140,71
5097,33,3,140,71
5097,0,4,140,71
5097,35,4,138,71
5097,1,5,138,71
5097,5,5,140,71
5097,24,5,140,71
5097,0,6,140,71
5097,17,7,138,71
5128,23,1,110,45
5128,39,2,84,5
5128,21,3,95,40
5131,2,1,142,72
5131,20,2,142,72
5131,23,2,142,72
5131,22,3,142,72
5131,24,3,142,72
5131,25,4,138,71
5137,17,1,107,47
5137,19,1,90,14
5137,33,1,108,46
5137,37,1,84,4
5195,20,1,84,4
5195,21,1,97,15
5195,39,1,89,12
5195,1,2,102,19
5195,2,2,102,19
5195,15,2,109,47
5195,16,2,130,61
5195,27,2,105,33
5195,29,2,111,49
5195,31,2,138,67
5198,27,1,104,31
5333,23,1,108,48
5333,25,1,107,49
5333,15,2,108,48
5333,25,2,108,48
5333,12,3,153,3
5333,15,3,108,48
5333,16,3,107,48
5333,27,3,107,48
5339,0,1,108,48
5339,15,1,107,47
5339,45,1,107,47
5342,18,1,87,13
5342,22,1,88,13
5342,29,1,105,33
5342,37,1,88,13
5352,1,1,142,72
5352,3,1,142,72
5352,6,1,142,72
5352,23,2,142,72
5352,20,3,142,72
5455,5,1,111,47
5472,16,1,153,2
5472,19,1,141,72
5583,14,1,138,71
5583,22,1,138,71
5657,33,1,56,38
5684,43,1,113,48
5684,3,2,113,50
5684,33,2,107,49
5684,9,3,118,53
5684,17,3,115,51
5684,35,3,115,51
5684,3,4,113,50
5684,5,4,113,50
5684,23,4,108,48
5684,31,4,113,48
5684,27,5,111,49
5737,29,1,107,47
5791,17,1,147,24
5808,24,1,145,40
5808,14,2,132,47
5808,18,2,132,43
5808,33,2,131,41
5808,37,2,142,42
5808,39,2,144,41
5808,15,3,110,40
5808,17,3,114,35
5808,21,3,134,46
5808,31,3,115,36
5808,35,3,118,32
5808,15,4,121,47
5866,43,1,107,49
5866,23,2,107,49
5866,24,2,107,49
5866,12,3,107,49
5866,27,3,107,47
5866,4,4,107,48
5866,15,4,107,49
5888,45,1,139,42
5888,0,2,141,40
5888,19,2,141,41
5888,20,2,142,41
5888,35,2,141,42
5888,39,2,142,42
5888,41,2,141,42
5888,0,3,140,42
5888,3,3,141,41
5888,24,3,141,42
5888,33,3,141,41
5888,16,4,142,41
5888,17,5,141,43
5888,17,6,139,42
5888,22,7,139,42
5888,0,8,140,42
5888,19,8,141,43
5888,1,9,142,43
5888,3,9,141,41
5888,15,9,141,43
5888,20,9,141,41
5888,37,9,141,41
5888,1,10,142,42
5888,3,10,142,42
5888,19,10,142,42
5888,29,10,141,43
5888,35,10,141,43
5888,12,11,139,42
5951,17,1,52,10
5951,0,2,41,16
6006,0,1,142,72
6006,33,2,107,49
6006,11,3,138,71
6051,1,1,88,12
6062,14,1,110,48
6062,35,2,110,48
6062,14,3,106,46
6062,13,4,110,48
6062,37,5,110,48
6062,29,6,110,48
6062,1,7,107,46
6062,35,8,109,44
6062,23,9,108,49
6062,1,10,108,49
6062,33,10,112,47
6062,23,11,112,50
6062,43,11,112,50
6062,18,12,110,48
6062,2,13,107,48
6062,5,13,107,49
6062,23,14,110,48
6062,23,15,108,48
6241,31,1,107,47
6241,16,2,111,48
6241,19,2,108,48
6241,29,3,113,48
6241,37,3,107,47
6241,39,3,107,47
6241,43,4,113,48
6241,21,5,108,47
6241,31,5,111,48
6241,33,6,108,48
6241,21,7,107,47
6241,23,8,113,48
6241,0,9,92,27
6241,17,10,105,33
6241,23,10,107,47
6241,35,10,114,48
6277,45,1,14,13
6289,3,1,25,16
6289,8,1,25,16
6289,0,2,25,16
6289,5,2,25,16
6289,23,3,35,14
6322,13,1,138,71
6338,24,1,119,47
6338,4,2,119,47
6374,24,1,138,71
6605,37,1,120,54
6675,17,1,138,71
6716,19,1,139,43
6716,20,1,142,42
6716,21,1,142,43
6716,22,1,141,42
6716,29,1,107,47
6716,33,1,113,49
6716,39,1,142,43
6716,41,1,142,43
6716,3,2,107,48
6716,4,2,107,48
6716,17,2,108,48
6716,19,2,109,48
6716,20,2,107,49
6716,24,2,108,48
6716,37,2,109,48
6716,4,3,107,48
6716,17,3,107,47
6716,19,3,107,49
6716,23,3,108,48
6716,25,3,107,48
6716,29,3,109,48
6716,2,4,108,48
6716,15,4,107,48
6716,17,4,112,48
6716,20,4,109,48
6716,24,4,107,48
6716,39,4,109,48
6716,5,5,107,49
6716,15,5,107,49
6716,17,5,107,48
6716,18,5,108,48
6716,20,5,107,47
6716,21,5,107,47
6739,37,1,151,6
6741,24,1,105,45
6741,3,2,104,44
6768,13,1,138,71
6796,20,1,133,46
6796,35,1,192,52
6821,41,1,107,47
6821,27,2,102,38
6909,20,1,147,34
6909,24,1,149,34
6909,37,1,148,34
6909,39,1,147,34
6909,18,2,148,34
6909,22,3,142,43
6909,41,3,142,43
6909,45,3,140,42
6909,39,4,148,34
6909,39,5,148,35
6909,17,6,147,35
6909,20,6,144,42
6909,21,6,144,42
6909,29,7,148,34
6909,23,8,148,34
6909,18,9,148,30
6909,20,9,149,34
6909,31,9,148,30
6909,33,9,148,29
6909,29,10,148,34
6909,21,11,148,30
6909,41,11,148,34
6909,7,12,148,34
6909,39,13,148,34
6909,1,14,148,34
6909,33,14,148,34
6909,0,15,149,34
6927,19,1,141,72
6927,24,1,107,49
6927,33,1,107,49
6927,35,2,111,48
6927,1,3,59,8
6927,19,4,111,48
6927,31,4,111,48
6927,35,4,111,48
6938,14,1,107,47
6938,17,1,107,49
6938,22,1,107,49
6938,23,1,138,71
6938,29,1,108,49
